method,offset,target
"$z0 = specialinvoke r0.<android.app.Activity: boolean onKeyDown(int,android.view.KeyEvent)>($i0, $r1)",0,"<android.app.Activity: boolean onKeyDown(int,android.view.KeyEvent)>"
specialinvoke r1.<com.autostart.AutoStartActivity$PInfo: void <init>(com.autostart.AutoStartActivity)>(r0),0,<com.autostart.AutoStartActivity$PInfo: void <init>(com.autostart.AutoStartActivity)>
specialinvoke r0.<java.lang.Object: void <init>()>(),0,<java.lang.Object: void <init>()>
"specialinvoke $r9.<com.autostart.AutoStartActivity$OnResumeTask: void <init>(com.autostart.AutoStartActivity,com.autostart.AutoStartActivity$OnResumeTask)>(r0, null)",0,"<com.autostart.AutoStartActivity$OnResumeTask: void <init>(com.autostart.AutoStartActivity,com.autostart.AutoStartActivity$OnResumeTask)>"
virtualinvoke $r9.<com.autostart.AutoStartActivity$OnResumeTask: android.os.AsyncTask execute(java.lang.Object[])>($r10),0,<android.os.AsyncTask: android.os.AsyncTask execute(java.lang.Object[])>
virtualinvoke $r9.<com.autostart.AutoStartActivity$OnResumeTask: android.os.AsyncTask execute(java.lang.Object[])>($r10),0,<android.os.AsyncTask: void onProgressUpdate(java.lang.Object[])>
virtualinvoke $r9.<com.autostart.AutoStartActivity$OnResumeTask: android.os.AsyncTask execute(java.lang.Object[])>($r10),0,<android.os.AsyncTask: void onPreExecute()>
virtualinvoke $r9.<com.autostart.AutoStartActivity$OnResumeTask: android.os.AsyncTask execute(java.lang.Object[])>($r10),0,<com.autostart.AutoStartActivity$OnResumeTask: java.lang.Object doInBackground(java.lang.Object[])>
virtualinvoke $r9.<com.autostart.AutoStartActivity$OnResumeTask: android.os.AsyncTask execute(java.lang.Object[])>($r10),0,<com.autostart.AutoStartActivity$OnResumeTask: void onPostExecute(java.lang.Object)>
virtualinvoke r0.<com.autostart.AutoStartActivity$OnResumeTask: void onPostExecute(java.lang.Void)>($r2),0,<com.autostart.AutoStartActivity$OnResumeTask: void onPostExecute(java.lang.Void)>
$r7 = staticinvoke <com.autostart.AutoStartActivity: java.util.List access$6(com.autostart.AutoStartActivity)>($r6),0,<android.app.Activity: void <clinit>()>
$r10 = staticinvoke <com.autostart.AutoStartActivity: android.widget.ProgressBar access$12(com.autostart.AutoStartActivity)>($r2),0,<com.autostart.AutoStartActivity: android.widget.ProgressBar access$12(com.autostart.AutoStartActivity)>
$r9 = staticinvoke <com.autostart.AutoStartActivity: android.widget.Button access$11(com.autostart.AutoStartActivity)>($r2),0,<com.autostart.AutoStartActivity: android.widget.Button access$11(com.autostart.AutoStartActivity)>
$r5 = staticinvoke <com.autostart.AutoStartActivity: com.autostart.AutoStartActivity$IconifiedTextListAdapter access$10(com.autostart.AutoStartActivity)>($r2),0,<com.autostart.AutoStartActivity: com.autostart.AutoStartActivity$IconifiedTextListAdapter access$10(com.autostart.AutoStartActivity)>
$r8 = staticinvoke <com.autostart.AutoStartActivity: android.widget.ListView access$9(com.autostart.AutoStartActivity)>($r2),0,<com.autostart.AutoStartActivity: android.widget.ListView access$9(com.autostart.AutoStartActivity)>
"staticinvoke <com.autostart.AutoStartActivity: void access$8(com.autostart.AutoStartActivity,com.autostart.AutoStartActivity$IconifiedTextListAdapter)>($r4, $r5)",0,"<com.autostart.AutoStartActivity: void access$8(com.autostart.AutoStartActivity,com.autostart.AutoStartActivity$IconifiedTextListAdapter)>"
$r7 = staticinvoke <com.autostart.AutoStartActivity: java.util.List access$6(com.autostart.AutoStartActivity)>($r6),0,<com.autostart.AutoStartActivity: java.util.List access$6(com.autostart.AutoStartActivity)>
$r9 = staticinvoke <com.autostart.AutoStartActivity: android.widget.Button access$11(com.autostart.AutoStartActivity)>($r2),0,<android.app.Activity: void <clinit>()>
"specialinvoke $r5.<com.autostart.AutoStartActivity$IconifiedTextListAdapter: void <init>(com.autostart.AutoStartActivity,android.content.Context,java.util.List)>($r2, $r3, $r7)",0,"<com.autostart.AutoStartActivity$IconifiedTextListAdapter: void <init>(com.autostart.AutoStartActivity,android.content.Context,java.util.List)>"
$r1 = virtualinvoke r0.<com.autostart.AutoStartActivity$OnResumeTask: java.lang.Void doInBackground(java.lang.Void[])>($r3),0,<com.autostart.AutoStartActivity$OnResumeTask: java.lang.Void doInBackground(java.lang.Void[])>
$r5 = staticinvoke <com.autostart.AutoStartActivity: java.util.List access$3(com.autostart.AutoStartActivity)>($r4),0,<android.app.Activity: void <clinit>()>
staticinvoke <java.util.Collections: void sort(java.util.List)>($r5),0,<java.util.Collections: void sort(java.util.List)>
$r5 = staticinvoke <com.autostart.AutoStartActivity: java.util.List access$7(com.autostart.AutoStartActivity)>($r4),0,<com.autostart.AutoStartActivity: java.util.List access$7(com.autostart.AutoStartActivity)>
staticinvoke <java.util.Collections: void sort(java.util.List)>($r5),0,<java.util.Collections: void sort(java.util.List)>
$r5 = staticinvoke <com.autostart.AutoStartActivity: java.util.List access$6(com.autostart.AutoStartActivity)>($r4),0,<com.autostart.AutoStartActivity: java.util.List access$6(com.autostart.AutoStartActivity)>
$r5 = staticinvoke <com.autostart.AutoStartActivity: java.util.List access$7(com.autostart.AutoStartActivity)>($r4),0,<com.autostart.AutoStartActivity: java.util.List access$7(com.autostart.AutoStartActivity)>
$r5 = staticinvoke <com.autostart.AutoStartActivity: java.util.List access$6(com.autostart.AutoStartActivity)>($r4),0,<com.autostart.AutoStartActivity: java.util.List access$6(com.autostart.AutoStartActivity)>
"$z0 = staticinvoke <com.autostart.AutoStartActivity: boolean access$5(com.autostart.AutoStartActivity,android.content.pm.ApplicationInfo)>($r4, r8)",0,"<com.autostart.AutoStartActivity: boolean access$5(com.autostart.AutoStartActivity,android.content.pm.ApplicationInfo)>"
"staticinvoke <com.autostart.AutoStartActivity$PInfo: void access$6(com.autostart.AutoStartActivity$PInfo,android.content.pm.ApplicationInfo)>(r2, r8)",0,"<com.autostart.AutoStartActivity$PInfo: void access$6(com.autostart.AutoStartActivity$PInfo,android.content.pm.ApplicationInfo)>"
"staticinvoke <com.autostart.AutoStartActivity$PInfo: void access$5(com.autostart.AutoStartActivity$PInfo,java.lang.String)>(r2, $r3)",0,"<com.autostart.AutoStartActivity$PInfo: void access$5(com.autostart.AutoStartActivity$PInfo,java.lang.String)>"
"staticinvoke <com.autostart.AutoStartActivity$PInfo: void access$4(com.autostart.AutoStartActivity$PInfo,java.lang.String)>(r2, $r3)",0,"<com.autostart.AutoStartActivity$PInfo: void access$4(com.autostart.AutoStartActivity$PInfo,java.lang.String)>"
$r9 = staticinvoke <com.autostart.AutoStartActivity: android.content.pm.PackageManager access$4(com.autostart.AutoStartActivity)>($r4),0,<com.autostart.AutoStartActivity: android.content.pm.PackageManager access$4(com.autostart.AutoStartActivity)>
$r5 = staticinvoke <com.autostart.AutoStartActivity: java.util.List access$3(com.autostart.AutoStartActivity)>($r4),0,<com.autostart.AutoStartActivity: java.util.List access$3(com.autostart.AutoStartActivity)>
staticinvoke <java.util.Collections: void sort(java.util.List)>($r5),0,<java.util.Collections: void <clinit>()>
specialinvoke r2.<com.autostart.AutoStartActivity$PInfo: void <init>(com.autostart.AutoStartActivity)>($r4),0,<com.autostart.AutoStartActivity$PInfo: void <init>(com.autostart.AutoStartActivity)>
specialinvoke r0.<com.autostart.AutoStartActivity$OnResumeTask: void <init>(com.autostart.AutoStartActivity)>($r1),0,<com.autostart.AutoStartActivity$OnResumeTask: void <init>(com.autostart.AutoStartActivity)>
specialinvoke r0.<android.os.AsyncTask: void <init>()>(),0,<android.os.AsyncTask: void <init>()>
specialinvoke $r3.<java.util.ArrayList: void <init>()>(),0,<java.util.ArrayList: void <init>()>
specialinvoke $r3.<java.util.ArrayList: void <init>()>(),0,<java.util.ArrayList: void <init>()>
virtualinvoke $r3.<java.util.ArrayList: boolean add(java.lang.Object)>(r1),0,<java.util.ArrayList: boolean add(java.lang.Object)>
specialinvoke r0.<com.autostart.AutoStartActivity: void showMainScreen(boolean)>(1),0,<com.autostart.AutoStartActivity: void showMainScreen(boolean)>
$r7 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.content.pm.PackageManager getPackageManager()>(),0,<android.content.ContextWrapper: android.content.pm.PackageManager getPackageManager()>
$r11 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.content.Context getApplicationContext()>(),0,<android.content.ContextWrapper: android.content.Context getApplicationContext()>
specialinvoke r0.<android.app.Activity: void onResume()>(),0,<android.app.Activity: void onResume()>
virtualinvoke r0.<com.autostart.AutoStartActivity: void addToAppList(com.autostart.AutoStartActivity$PInfo)>(r1),0,<com.autostart.AutoStartActivity: void addToAppList(com.autostart.AutoStartActivity$PInfo)>
$r7 = new android.widget.LinearLayout,0,<android.view.View: void <clinit>()>
$r6 = staticinvoke <com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>($r1),0,<com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>
$r6 = staticinvoke <com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>($r1),0,<com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>
$r6 = staticinvoke <com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>($r1),0,<com.autostart.AutoStartActivity$PInfo: java.lang.String access$1(com.autostart.AutoStartActivity$PInfo)>
specialinvoke $r9.<android.widget.TextView: void <init>(android.content.Context)>(r0),0,<android.widget.TextView: void <init>(android.content.Context)>
"specialinvoke $r8.<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>(-1, -2)",0,"<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>"
"specialinvoke $r8.<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>(-2, -2)",0,"<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>"
"specialinvoke $r8.<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>(-2, -2)",0,"<android.widget.LinearLayout$LayoutParams: void <init>(int,int)>"
"virtualinvoke r5.<android.widget.TextView: void setPadding(int,int,int,int)>(3, 6, 3, 6)",0,"<android.widget.TextView: void setPadding(int,int,int,int)>"
virtualinvoke r5.<android.widget.TextView: void setTextColor(int)>(-11493136),0,<android.widget.TextView: void setTextColor(int)>
virtualinvoke r5.<android.widget.TextView: void setTextSize(float)>(22.0F),0,<android.widget.TextView: void setTextSize(float)>
virtualinvoke r5.<android.widget.TextView: void setLayoutParams(android.view.ViewGroup$LayoutParams)>($r8),0,<android.view.View: void setLayoutParams(android.view.ViewGroup$LayoutParams)>
virtualinvoke r5.<android.widget.TextView: void setText(java.lang.CharSequence)>($r6),0,<android.widget.TextView: void setText(java.lang.CharSequence)>
virtualinvoke r5.<android.widget.TextView: void setTag(java.lang.Object)>($r6),0,<android.view.View: void setTag(java.lang.Object)>
virtualinvoke r5.<android.widget.TextView: void setOnClickListener(android.view.View$OnClickListener)>(r0),0,<android.view.View: void setOnClickListener(android.view.View$OnClickListener)>
"virtualinvoke r5.<android.widget.TextView: void setPadding(int,int,int,int)>(3, 6, 3, 6)",0,"<android.widget.TextView: void setPadding(int,int,int,int)>"
specialinvoke r3.<android.widget.TextView: void <init>(android.content.Context)>(r0),0,<android.widget.TextView: void <init>(android.content.Context)>
"virtualinvoke r3.<android.widget.TextView: void setText(java.lang.CharSequence)>(""X"")",0,<android.widget.TextView: void setText(java.lang.CharSequence)>
virtualinvoke r3.<android.widget.TextView: void setTextSize(float)>(22.0F),0,<android.widget.TextView: void setTextSize(float)>
virtualinvoke r3.<android.widget.TextView: void setTextColor(int)>(-65536),0,<android.widget.TextView: void setTextColor(int)>
virtualinvoke r3.<android.widget.TextView: void setTag(java.lang.Object)>($r6),0,<android.view.View: void setTag(java.lang.Object)>
virtualinvoke r3.<android.widget.TextView: void setOnClickListener(android.view.View$OnClickListener)>(r0),0,<android.view.View: void setOnClickListener(android.view.View$OnClickListener)>
virtualinvoke r2.<android.widget.LinearLayout: void setOrientation(int)>(0),0,<android.widget.LinearLayout: void setOrientation(int)>
"virtualinvoke r2.<android.widget.LinearLayout: void addView(android.view.View,android.view.ViewGroup$LayoutParams)>(r5, r4)",0,"<android.view.ViewGroup: void addView(android.view.View,android.view.ViewGroup$LayoutParams)>"
"virtualinvoke r2.<android.widget.LinearLayout: void addView(android.view.View,android.view.ViewGroup$LayoutParams)>(r3, r4)",0,"<android.view.ViewGroup: void addView(android.view.View,android.view.ViewGroup$LayoutParams)>"
specialinvoke $r7.<android.widget.LinearLayout: void <init>(android.content.Context)>(r0),0,<android.widget.LinearLayout: void <init>(android.content.Context)>
virtualinvoke $r7.<android.widget.LinearLayout: void addView(android.view.View)>(r2),0,<android.view.ViewGroup: void addView(android.view.View)>
specialinvoke $r22.<com.autostart.AutoStartActivity$4: void <init>(com.autostart.AutoStartActivity)>(r0),0,<com.autostart.AutoStartActivity$4: void <init>(com.autostart.AutoStartActivity)>
specialinvoke $r21.<com.autostart.AutoStartActivity$3: void <init>(com.autostart.AutoStartActivity)>(r0),0,<com.autostart.AutoStartActivity$3: void <init>(com.autostart.AutoStartActivity)>
specialinvoke $r20.<com.autostart.AutoStartActivity$2: void <init>(com.autostart.AutoStartActivity)>(r0),0,<com.autostart.AutoStartActivity$2: void <init>(com.autostart.AutoStartActivity)>
specialinvoke $r19.<com.autostart.AutoStartActivity$1: void <init>(com.autostart.AutoStartActivity)>(r0),0,<com.autostart.AutoStartActivity$1: void <init>(com.autostart.AutoStartActivity)>
specialinvoke $r5.<java.util.ArrayList: void <init>()>(),0,<java.util.ArrayList: void <init>()>
specialinvoke $r4.<android.support.v4.util.LruCache: void <init>(int)>(i0),0,<android.support.v4.util.LruCache: void <init>(int)>
specialinvoke r0.<android.app.Activity: void onCreate(android.os.Bundle)>($r1),0,<android.app.Activity: void onCreate(android.os.Bundle)>
virtualinvoke r0.<com.autostart.AutoStartActivity: void setContentView(int)>(2130903040),0,<android.app.Activity: void setContentView(int)>
"$r2 = virtualinvoke r0.<com.autostart.AutoStartActivity: java.lang.Object getSystemService(java.lang.String)>(""activity"")",0,<android.app.Activity: java.lang.Object getSystemService(java.lang.String)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034114),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034117),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034120),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034128),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034118),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034116),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034119),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034121),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034125),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034127),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034122),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034126),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034123),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034113),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034112),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034115),0,<android.app.Activity: android.view.View findViewById(int)>
$r6 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.view.View findViewById(int)>(2131034124),0,<android.app.Activity: android.view.View findViewById(int)>
$r16 = virtualinvoke r0.<com.autostart.AutoStartActivity: android.content.res.Resources getResources()>(),0,<android.view.ContextThemeWrapper: android.content.res.Resources getResources()>
"$r2 = virtualinvoke r0.<com.autostart.AutoStartActivity: java.lang.Object getSystemService(java.lang.String)>(""notification"")",0,<android.app.Activity: java.lang.Object getSystemService(java.lang.String)>
specialinvoke r0.<android.app.Activity: void <init>()>(),0,<android.app.Activity: void <init>()>
$z0 = virtualinvoke $r11.<java.lang.String: boolean equalsIgnoreCase(java.lang.String)>($r12),0,<java.lang.String: boolean equalsIgnoreCase(java.lang.String)>
"specialinvoke $r0.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
specialinvoke $r1.<android.view.View: void <init>(android.content.Context)>(null),0,<android.view.View: void <init>(android.content.Context)>
specialinvoke $r0.<com.autostart.TimeOutHomeReceiver: void <init>()>(),0,<com.autostart.TimeOutHomeReceiver: void <init>()>
"virtualinvoke $r0.<com.autostart.TimeOutHomeReceiver: void onReceive(android.content.Context,android.content.Intent)>(null, null)",0,"<com.autostart.TimeOutHomeReceiver: void onReceive(android.content.Context,android.content.Intent)>"
$r2 = new android.content.Intent,0,<android.content.Intent: void <clinit>()>
$l0 = staticinvoke <android.os.SystemClock: long elapsedRealtime()>(),0,<android.os.SystemClock: long elapsedRealtime()>
"$r8 = staticinvoke <android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>($r1, 0, $r2, 0)",0,"<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>"
"$r8 = staticinvoke <android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>($r1, 0, $r2, 0)",0,<android.app.PendingIntent: void <clinit>()>
$r2 = new android.content.Intent,0,<android.content.Intent: void <clinit>()>
virtualinvoke r3.<java.lang.Exception: void printStackTrace()>(),0,<java.lang.Throwable: void printStackTrace()>
"specialinvoke $r0.<java.lang.RuntimeException: void <init>(java.lang.String)>(""Stub!"")",0,<java.lang.RuntimeException: void <init>(java.lang.String)>
virtualinvoke r4.<java.lang.Exception: void printStackTrace()>(),0,<java.lang.Throwable: void printStackTrace()>
"specialinvoke $r2.<android.content.Intent: void <init>(java.lang.String)>(""android.intent.action.MAIN"")",0,<android.content.Intent: void <init>(java.lang.String)>
"virtualinvoke $r2.<android.content.Intent: android.content.Intent addCategory(java.lang.String)>(""android.intent.category.HOME"")",0,<android.content.Intent: android.content.Intent addCategory(java.lang.String)>
virtualinvoke $r2.<android.content.Intent: android.content.Intent setFlags(int)>(268435456),0,<android.content.Intent: android.content.Intent setFlags(int)>
"specialinvoke $r2.<android.content.Intent: void <init>(android.content.Context,java.lang.Class)>($r1, class ""Lcom/autostart/TimeOutReceiver;"")",0,"<android.content.Intent: void <init>(android.content.Context,java.lang.Class)>"
specialinvoke r0.<android.content.BroadcastReceiver: void <init>()>(),0,<android.content.BroadcastReceiver: void <init>()>
specialinvoke $r1.<android.view.View: void <init>(android.content.Context)>(null),0,<android.view.View: void <init>(android.content.Context)>
specialinvoke $r0.<com.autostart.MyBroadcastreceiver: void <init>()>(),0,<com.autostart.MyBroadcastreceiver: void <init>()>
